Client ID,Last purchased date,Item name,last_purchase_stage,Purchased product category,Purchased product subcategory,Purchased coach,Item Total,acquisition_date
100001861,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001862,2024-11-13,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-11-13
100001862,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001863,2024-11-13,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,0.0,2024-11-13
100001863,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001864,2024-11-13,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-11-13
100001865,2024-12-27,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,0.0,2024-12-27
100001865,2025-01-08,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-27
100001866,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001866,2025-03-04,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001866,2025-05-12,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001866,2025-06-02,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001867,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001867,2025-06-04,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001868,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001869,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001869,2025-01-12,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,981.0,2024-11-13
100001869,2025-01-12,10 Practice Credits,practice,practice,10 practice,others,156.96,2024-11-13
100001869,2025-07-26,Golfzon 9 Holes - 3 Pax,play,play,Golfzon,others,130.8,2024-11-13
100001870,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001870,2025-04-11,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2024-11-13
100001870,2025-07-18,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-11-13
100001871,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001872,2024-11-13,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-11-13
100001872,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001872,2025-06-29,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001873,2024-10-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-22
100001873,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-22
100001874,2024-11-13,20 Lesson Pack (Johnson Poh),lesson,lesson,20 lesson,Johnson Poh,0.0,2024-11-13
100001874,2024-11-13,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-11-13
100001874,2025-07-02,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,981.0,2024-11-13
100001875,2024-11-13,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-11-13
100001875,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001876,2024-11-13,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-11-13
100001876,2025-03-21,Golfzon 18 Holes - 2 Pax,play,play,Golfzon,others,130.8,2024-11-13
100001876,2025-03-21,Golfzon 9 Holes - 2 Pax,play,play,Golfzon,others,87.2,2024-11-13
100001876,2025-06-30,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-13
100001877,2024-11-13,20 Lesson Pack (Paul Finch),lesson,lesson,20 lesson,Paul Finch,0.0,2024-11-13
100001877,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001877,2025-01-15,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001877,2025-07-04,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001878,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001878,2025-02-19,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,981.0,2024-11-13
100001878,2025-02-19,25 Practice Credits,practice,practice,25 practice,others,367.87,2024-11-13
100001879,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001879,2024-12-07,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001880,2024-11-13,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,0.0,2024-11-13
100001880,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001880,2025-03-22,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,981.0,2024-11-13
100001880,2025-03-22,25 Practice Credits,practice,practice,25 practice,others,367.87,2024-11-13
100001881,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001882,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001883,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001883,2025-03-21,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001884,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001885,2024-11-13,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-11-13
100001885,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001885,2025-06-18,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-11-13
100001886,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001887,2024-11-13,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-11-13
100001887,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001888,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001889,2024-11-13,20 Lesson Pack (Kim On You),lesson,lesson,20 lesson,Kim On You,0.0,2024-11-13
100001889,2024-11-13,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-11-13
100001890,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001890,2025-01-04,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001890,2025-04-18,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001890,2025-07-13,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001891,2024-11-13,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-11-13
100001891,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001891,2025-02-16,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-11-13
100001891,2025-03-02,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-11-13
100001892,2024-11-13,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-11-13
100001892,2024-11-13,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-11-13
100001893,2024-11-13,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,0.0,2024-11-13
100001894,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001894,2025-03-08,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001894,2025-06-06,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001894,2025-08-12,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-13
100001895,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001895,2025-05-11,Golfzon 9 Holes - 2 Pax,play,play,Golfzon,others,87.2,2024-11-13
100001896,2024-11-13,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-13
100001896,2025-06-08,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-13
100001897,2024-11-13,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-13
100001899,2024-11-15,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-11-15
100001899,2024-11-15,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-15
100001899,2025-03-15,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,981.0,2024-11-15
100001900,2024-11-15,20 Lesson Pack (Jiali Khee.),lesson,lesson,20 lesson,Jiali Khee,0.0,2024-11-15
100001900,2024-11-15,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-11-15
100001901,2024-11-15,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-15
100001901,2025-05-26,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-15
100001901,2025-07-09,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-15
100001902,2024-11-15,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-15
100001902,2024-12-30,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-15
100001902,2025-03-09,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-15
100001902,2025-04-17,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-15
100001902,2025-04-18,Trial Lesson W/ Son Gunwoo,trial,trial,Trial lesson,Son Gunwoo,59.95,2024-11-15
100001902,2025-05-02,Trial Lesson W/ Kim On You,trial,trial,Trial lesson,Kim On You,59.95,2024-11-15
100001902,2025-05-02,Trial Lesson W/ Son Gunwoo,trial,trial,Trial lesson,Son Gunwoo,-59.95,2024-11-15
100001902,2025-05-06,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,981.0,2024-11-15
100001902,2025-05-06,10 Practice Credits,practice,practice,10 practice,others,156.96,2024-11-15
100001902,2025-06-30,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-15
100001902,2025-07-23,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-15
100001903,2024-11-15,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-15
100001904,2024-11-15,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-15
100001905,2025-06-22,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2025-06-22
100001905,2025-07-19,30 Mins Practice Credit,practice,practice,30 mins practice,others,87.2,2025-06-22
100001905,2025-07-24,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2025-06-22
100001905,2025-07-26,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2025-06-22
100001906,2024-11-15,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-15
100001906,2025-07-09,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-15
100001907,2024-11-15,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,0.0,2024-11-15
100001907,2024-11-15,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-11-15
100001908,2024-11-15,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-15
100001909,2024-11-15,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-15
100001910,2024-11-15,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-15
100001911,2024-11-15,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-11-15
100001911,2024-11-15,20 Lesson Pack  (Joey Poh),lesson,lesson,20 lesson,Joey Poh,0.0,2024-11-15
100001911,2025-05-07,10 Practice Credits,practice,practice,10 practice,others,148.24,2024-11-15
100001911,2025-05-07,10 Semi Private (1:2 Lesson) w/ Joey Poh,lesson,lesson,10 group lesson,Joey Poh,2594.2,2024-11-15
100001911,2025-06-23,10 Semi Private (1:2 Lesson) w/ Joey Poh,lesson,lesson,10 group lesson,Joey Poh,-2594.2,2024-11-15
100001913,2024-11-20,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-20
100001913,2025-02-17,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-20
100001913,2025-04-22,Trial Lesson W/ Jiali Khee,trial,trial,Trial lesson,Jiali Khee,119.9,2024-11-20
100001914,2024-11-20,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-11-20
100001914,2024-11-20,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-20
100001914,2025-01-21,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-20
100001915,2024-11-20,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-20
100001915,2024-11-20,20 Lesson Pack (Johnson Poh),lesson,lesson,20 lesson,Johnson Poh,0.0,2024-11-20
100001915,2025-03-29,Trial Lesson W/ Paul F,trial,trial,Trial lesson,Paul Finch,119.9,2024-11-20
100001915,2025-04-09,Trial Lesson W/ Desmond Tan,trial,trial,Trial lesson,Desmond Tan,59.95,2024-11-20
100001915,2025-04-12,10 Lesson Pack (Desmond Tan),lesson,lesson,10 lesson,Desmond Tan,921.05,2024-11-20
100001915,2025-04-12,10 Practice Credits,practice,practice,10 practice,others,156.96,2024-11-20
100001915,2025-04-28,10 Lesson Pack (Desmond Tan),lesson,lesson,10 lesson,Desmond Tan,59.950000000000045,2024-11-20
100001915,2025-04-28,Trial Lesson W/ Desmond Tan,trial,trial,Trial lesson,Desmond Tan,-59.95,2024-11-20
100001916,2024-11-20,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-11-20
100001916,2024-11-20,50 Lesson Pack  (Johnson Poh),lesson,lesson,50 lesson,Johnson Poh,0.0,2024-11-20
100001916,2024-12-13,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-11-20
100001916,2025-05-27,Golfzon 9 Holes - 4 Pax,play,play,Golfzon,others,174.4,2024-11-20
100001916,2025-07-08,Trial Lesson W/ Desmond Tan,trial,trial,Trial lesson,Desmond Tan,119.9,2024-11-20
100001917,2024-12-04,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-12-04
100001917,2025-03-22,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-12-04
100001918,2025-01-11,10 Practice Credits,practice,practice,10 practice,others,174.4,2025-01-11
100001918,2025-08-02,10 Practice Credits,practice,practice,10 practice,others,174.4,2025-01-11
100001918,2025-08-13,Trial Lesson W/ Paul F,trial,trial,Trial lesson,Paul Finch,119.9,2025-01-11
100001919,2024-11-20,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-11-20
100001919,2024-11-20,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-20
100001919,2025-08-07,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-20
100001920,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001920,2025-02-21,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-22
100001921,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001921,2025-03-19,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001922,2024-10-21,50 Lesson Pack  (Joey Poh),lesson,lesson,50 lesson,Joey Poh,0.0,2024-10-21
100001923,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001924,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001924,2025-06-26,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001925,2024-11-22,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-11-22
100001925,2024-11-22,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-22
100001925,2025-01-15,50 Practice Credits,practice,practice,50 practice,others,763.0,2024-11-22
100001925,2025-01-30,Golfzon 18 Holes - 2 Pax,play,play,Golfzon,others,130.8,2024-11-22
100001925,2025-03-01,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,981.0,2024-11-22
100001925,2025-04-18,Golfzon 18 Holes - 2 Pax,play,play,Golfzon,others,65.4,2024-11-22
100001925,2025-06-10,Golfzon 18 Holes - 4 Pax,play,play,Golfzon,others,261.6,2024-11-22
100001925,2025-07-02,Trial Lesson W/ Desmond Tan,trial,trial,Trial lesson,Desmond Tan,119.9,2024-11-22
100001925,2025-07-05,Golfzon 9 Holes - 1 Pax,play,play,Golfzon,others,76.3,2024-11-22
100001925,2025-07-26,Trial Lesson W/ Kim On You,trial,trial,Trial lesson,Kim On You,119.9,2024-11-22
100001926,2024-11-22,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-11-22
100001926,2024-11-22,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-22
100001926,2025-06-03,Golfzon 9 Holes - 3 Pax,play,play,Golfzon,others,130.8,2024-11-22
100001926,2025-08-20,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-11-22
100001926,2025-08-20,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-22
100001927,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001928,2024-11-22,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-11-22
100001928,2024-11-22,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-22
100001928,2025-02-15,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-22
100001928,2025-03-21,Golfzon 18 Holes - 2 Pax,play,play,Golfzon,others,130.8,2024-11-22
100001928,2025-04-28,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,981.0,2024-11-22
100001928,2025-05-11,50 Practice Credits,practice,practice,50 practice,others,763.0,2024-11-22
100001929,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001929,2024-12-28,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001929,2025-05-16,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001930,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001930,2024-12-27,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,0.0,2024-11-22
100001930,2024-12-27,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001931,2024-11-22,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,0.0,2024-11-22
100001931,2024-11-22,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-11-22
100001931,2025-04-01,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,981.0,2024-11-22
100001932,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001933,2024-11-22,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-11-22
100001933,2025-07-16,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-11-22
100001934,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001934,2025-07-21,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-11-22
100001934,2025-07-21,Golfzon 9 Holes - 3 Pax,play,play,Golfzon,others,130.8,2024-11-22
100001934,2025-08-15,60 Mins Practise,practice,practice,60 mins practice,others,87.2,2024-11-22
100001935,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001936,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001936,2024-12-27,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001936,2025-02-18,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-11-22
100001936,2025-05-05,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-11-22
100001936,2025-05-05,Trial Lesson W/ Joey Poh,trial,trial,Trial lesson,Joey Poh,119.9,2024-11-22
100001936,2025-05-26,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2024-11-22
100001936,2025-06-19,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-11-22
100001936,2025-06-19,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2024-11-22
100001936,2025-06-23,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001937,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001937,2024-11-22,5 Semi Private (1:2 Lesson) w/ Paul Finch,lesson,lesson,5 group lesson,Paul Finch,0.0,2024-11-22
100001938,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001939,2024-11-22,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-11-22
100001939,2024-12-11,20 Lesson Pack (Jasper Park),lesson,lesson,20 lesson,Jasper Park,0.0,2024-11-22
100001939,2024-12-11,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-11-22
100001939,2025-03-15,20 Lesson Pack (Jasper Park),lesson,lesson,20 lesson,Jasper Park,1853.0,2024-11-22
100001939,2025-03-15,25 Practice Credits,practice,practice,25 practice,others,347.44,2024-11-22
100001939,2025-05-24,30 Mins Practice Credit,practice,practice,30 mins practice,others,0.0,2024-11-22
100001939,2025-06-11,Golfzon 9 Holes - 1 Pax,play,play,Golfzon,others,76.3,2024-11-22
100001940,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001940,2025-01-17,30 Mins Practice Credit,practice,practice,30 mins practice,others,0.0,2024-11-22
100001940,2025-02-21,30 Mins Practice Credit,practice,practice,30 mins practice,others,0.0,2024-11-22
100001940,2025-03-09,30 Mins Practice Credit,practice,practice,30 mins practice,others,0.0,2024-11-22
100001940,2025-03-11,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001940,2025-03-14,30 Mins 1:1 Lesson W/ Paul Finch,lesson,lesson,30 mins lesson,Paul Finch,119.9,2024-11-22
100001940,2025-04-21,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001941,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001941,2025-02-18,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001941,2025-03-24,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001941,2025-04-28,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001941,2025-05-24,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001941,2025-07-23,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-11-22
100001942,2024-11-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001942,2024-12-27,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-11-22
100001943,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001943,2025-04-08,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-12-02
100001944,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001945,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001945,2024-12-02,20 Lesson Pack (Jiali Khee.),lesson,lesson,20 lesson,Jiali Khee,0.0,2024-12-02
100001946,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001946,2025-01-11,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-12-02
100001946,2025-01-18,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-12-02
100001946,2025-01-23,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-12-02
100001946,2025-07-11,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2024-12-02
100001947,2024-12-02,10 Semi Private (1:2 Lesson) w/ Johnson Poh,lesson,lesson,10 group lesson,Johnson Poh,0.0,2024-12-02
100001947,2024-12-02,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-12-02
100001948,2024-12-02,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-12-02
100001949,2024-12-14,10 Semi Private (1:2 Lesson) w/ Johnson Poh,lesson,lesson,10 group lesson,Johnson Poh,0.0,2024-12-14
100001950,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001950,2025-05-17,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-12-02
100001951,2024-12-02,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-12-02
100001951,2025-03-08,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-12-02
100001951,2025-07-12,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-12-02
100001952,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001952,2025-05-27,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-12-02
100001953,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001953,2025-01-30,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-12-02
100001954,2024-12-02,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-12-02
100001955,2024-12-02,5 Semi Private (1:2 Lesson) w/ Joey Poh,lesson,lesson,5 group lesson,Joey Poh,0.0,2024-12-02
100001956,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001956,2024-12-27,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,0.0,2024-12-02
100001956,2025-07-16,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,981.0,2024-12-02
100001956,2025-07-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-02
100001956,2025-07-21,25 Practice Credits,practice,practice,25 practice,others,735.76,2024-12-02
100001957,2024-12-02,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-12-02
100001957,2024-12-02,50 Lesson Pack (Kim On You),lesson,lesson,50 lesson,Kim On You,0.0,2024-12-02
100001958,2024-12-02,10 Lesson Pack (Kim On You),lesson,lesson,10 lesson,Kim On You,0.0,2024-12-02
100001958,2024-12-02,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-12-02
100001959,2024-12-02,20 Lesson Pack  (Joey Poh),lesson,lesson,20 lesson,Joey Poh,0.0,2024-12-02
100001959,2024-12-02,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-12-02
100001960,2024-12-03,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-03
100001961,2024-12-03,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-12-03
100001962,2024-12-03,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-12-03
100001963,2024-12-03,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-12-03
100001963,2024-12-03,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-03
100001963,2025-07-23,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,981.0,2024-12-03
100001963,2025-07-23,10 Practice Credits,practice,practice,10 practice,others,156.96,2024-12-03
100001964,2024-12-03,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-12-03
100001964,2025-02-09,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2024-12-03
100001965,2024-12-03,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-12-03
100001966,2024-12-11,10 Lesson Pack ( Aiko H),lesson,lesson,10 lesson,Aiko H,0.0,2024-12-11
100001966,2024-12-11,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-12-11
100001966,2025-04-21,10 Lesson Pack ( Aiko H),lesson,lesson,10 lesson,Aiko H,981.0,2024-12-11
100001966,2025-04-21,25 Practice Credits,practice,practice,25 practice,others,367.87,2024-12-11
100001968,2024-12-03,20 Lesson Pack (Kim On You),lesson,lesson,20 lesson,Kim On You,0.0,2024-12-03
100001968,2024-12-03,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-12-03
